Trajectories
200
,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z''
10,0,907.393921,491.847900,72.824806,885.738953,27.887083,77.539055,-166.764526,-189.260727,14.003118,-588.432739,92.048424,78.440933,-569.728516,402.642151,73.810143,144.263855,365.604736,42.973125,-1.335144,1.513958,-2.104044,0.393391,-0.361726,0.903010,-0.128150,0.014901,0.366941,0.834465,0.604987,-3.741682,-0.643730,0.894070,0.835955,-0.676513,0.721216,-1.211464,2.384186,-2.384186,4.172325,-2.384186,-3.799796,3.576279,-5.364418,-2.384186,1.527369,7.152557,-11.026859,-5.960464,-4.768372,-1.192093,2.682209,-5.960464,27.418137,-13.262033
11,0,907.387329,491.855255,72.814598,885.740967,27.885212,77.543571,-166.765274,-189.260712,14.004951,-588.428345,92.051125,78.422371,-569.731750,402.646484,73.814323,144.260300,365.609070,42.966801,-1.323223,1.472235,-2.041459,0.405312,-0.374392,0.903010,-0.149012,0.002980,0.366755,0.882149,0.540912,-3.713369,-0.655651,0.864267,0.835955,-0.709295,0.870228,-1.265109,2.384186,-8.344650,12.516975,2.384186,-2.533197,0.000000,-4.172325,-2.384186,-0.037253,9.536743,-12.814999,5.662441,-2.384186,-5.960464,0.000000,-6.556511,29.802322,-10.728836
12,0,907.380859,491.862366,72.804916,885.742981,27.883307,77.548042,-166.766098,-189.260757,14.006745,-588.423767,92.053490,78.404190,-569.735168,402.650604,73.818443,144.256653,365.614197,42.960289,-1.287460,1.418591,-1.937151,0.393391,-0.381097,0.894070,-0.163913,-0.008941,0.358745,0.905991,0.472367,-3.635883,-0.679493,0.822544,0.824034,-0.730157,1.025200,-1.302361,7.152557,-10.728836,20.861626,-2.384186,-1.341105,-1.788139,-2.980232,-2.384186,-1.601875,4.768372,-13.709068,15.497208,-4.768372,-8.344650,-2.384186,-4.172325,30.994415,-7.450581
13,0,907.374817,491.868958,72.795914,885.744812,27.881401,77.552361,-166.766968,-189.260849,14.008458,-588.419189,92.055489,78.386620,-569.738586,402.654449,73.822449,144.252884,365.620148,42.953701,-1.215935,1.323223,-1.800060,0.369549,-0.381097,0.864267,-0.175834,-0.020862,0.342540,0.917912,0.400841,-3.513694,-0.679493,0.768900,0.800192,-0.753999,1.186132,-1.318008,14.305115,-19.073486,27.418137,-4.768372,0.000000,-5.960464,-2.384186,-2.384186,-3.241003,2.384186,-14.305115,24.437904,0.000000,-10.728836,-4.768372,-4.768372,32.186508,-3.129244
14,0,907.369141,491.875061,72.787758,885.746460,27.879526,77.556496,-166.767883,-189.261002,14.010051,-588.414795,92.057152,78.369888,-569.741821,402.657959,73.826271,144.249069,365.626770,42.947155,-1.132488,1.215935,-1.631677,0.333786,-0.374764,0.827014,-0.181794,-0.029802,0.318512,0.882149,0.332296,-3.346801,-0.655651,0.703335,0.764430,-0.762939,1.329184,-1.309067,16.689301,-21.457672,33.676624,-7.152557,1.266599,-7.450581,-1.192093,-1.788139,-4.805624,-7.152557,-13.709068,33.378601,4.768372,-13.113022,-7.152557,-1.788139,28.610229,1.788139
15,0,907.363953,491.880463,72.780579,885.748108,27.877716,77.560387,-166.768768,-189.261230,14.011488,-588.410461,92.058525,78.354118,-569.745056,402.661041,73.829872,144.245224,365.634186,42.940800,-1.037121,1.084805,-1.434982,0.321865,-0.362098,0.777841,-0.178814,-0.044703,0.287592,0.870228,0.274181,-3.153086,-0.643730,0.619888,0.721216,-0.768900,1.478195,-1.271069,19.073486,-26.226044,39.339066,-2.384186,2.533197,-9.834766,0.596046,-2.980232,-6.183982,-2.384186,-11.622906,38.743019,2.384186,-16.689301,-8.642673,-1.192093,29.802322,7.599592
16,0,907.359314,491.885254,72.774498,885.749512,27.875990,77.564003,-166.769638,-189.261444,14.012744,-588.406311,92.059616,78.339447,-569.748169,402.663757,73.833237,144.241425,365.642090,42.934792,-0.929832,0.953674,-1.215935,0.286102,-0.345334,0.722706,-0.172853,-0.044703,0.251085,0.822544,0.219047,-2.934039,-0.619888,0.542402,0.672042,-0.759959,1.585484,-1.201779,21.457672,-26.226044,43.809414,-7.152557,3.352761,-11.026859,1.192093,0.000000,-7.301569,-9.536743,-11.026859,43.809414,4.768372,-15.497208,-9.834766,1.788139,21.457672,13.858080
17,0,907.355286,491.889221,72.769600,885.750793,27.874369,77.567307,-166.770462,-189.261734,14.013793,-588.402527,92.060501,78.325966,-569.750977,402.666077,73.836311,144.237671,365.650452,42.929298,-0.798702,0.792742,-0.980496,0.250340,-0.324100,0.661612,-0.163913,-0.056624,0.209920,0.762939,0.175834,-2.697110,-0.560284,0.464916,0.615418,-0.751019,1.668930,-1.098216,26.226044,-32.186508,47.087669,-7.152557,4.246831,-12.218952,1.788139,-2.384186,-8.232891,-11.920929,-8.642673,47.385693,11.920929,-15.497208,-11.324883,1.788139,16.689301,20.712614
18,0,907.352051,491.892456,72.765900,885.751831,27.872871,77.570312,-166.771194,-189.262009,14.014624,-588.399048,92.061203,78.313690,-569.753662,402.667999,73.839111,144.234039,365.658966,42.924492,-0.655651,0.649691,-0.739098,0.214577,-0.299513,0.600517,-0.146031,-0.053644,0.166148,0.691414,0.141561,-2.454221,-0.536442,0.381470,0.560284,-0.724196,1.704693,-0.961125,28.610229,-28.610229,48.279762,-7.152557,4.917383,-12.218952,3.576279,0.596046,-8.754433,-14.305115,-6.854534,48.577785,4.768372,-16.689301,-11.026859,5.364418,7.152557,27.418137
19,0,907.349426,491.894897,72.763451,885.752808,27.871492,77.572998,-166.771835,-189.262299,14.015233,-588.396057,92.061806,78.302673,-569.756042,402.669495,73.841606,144.230545,365.667511,42.920544,-0.524521,0.488758,-0.490248,0.190735,-0.275671,0.537932,-0.128150,-0.059605,0.121817,0.596046,0.119209,-2.203882,-0.476837,0.298023,0.499189,-0.700355,1.710653,-0.789762,26.226044,-32.186508,49.769878,-4.768372,4.768372,-12.516975,3.576279,-1.192093,-8.866191,-19.073486,-4.470348,50.067902,11.920929,-16.689301,-12.218952,4.768372,1.192093,34.272671
20,0,907.347473,491.896576,72.762245,885.753540,27.870237,77.575401,-166.772354,-189.262619,14.015620,-588.393433,92.062309,78.292900,-569.758179,402.670624,73.843819,144.227203,365.675873,42.917622,-0.381470,0.333786,-0.241399,0.143051,-0.251085,0.479817,-0.104308,-0.062585,0.077486,0.524521,0.101328,-1.955032,-0.429153,0.226498,0.442564,-0.667572,1.668930,-0.584871,28.610229,-30.994415,49.769878,-9.536743,4.917383,-11.622906,4.768372,-0.596046,-8.866191,-14.305115,-3.576279,49.769878,9.536743,-14.305115,-11.324883,6.556511,-8.344650,40.978195
21,0,907.346252,491.897522,72.762253,885.754150,27.869099,77.577522,-166.772736,-189.262924,14.015804,-588.391296,92.062767,78.284340,-569.760193,402.671356,73.845741,144.224014,365.683716,42.915867,-0.250340,0.190735,0.001490,0.131130,-0.227988,0.424683,-0.077486,-0.062585,0.036694,0.429153,0.090897,-1.712143,-0.405312,0.149012,0.384450,-0.637770,1.567602,-0.350922,26.226044,-28.610229,48.577785,-2.384186,4.619360,-11.026859,5.364418,0.000000,-8.158386,-19.073486,-2.086163,48.577785,4.768372,-15.497208,-11.622906,5.960464,-20.265579,46.789646
22,0,907.345703,491.897797,72.763412,885.754700,27.868061,77.579414,-166.773010,-189.263260,14.015800,-588.389648,92.063187,78.276947,-569.761963,402.671875,73.847389,144.220978,365.690948,42.915413,-0.107288,0.053644,0.232458,0.107288,-0.207499,0.378489,-0.053644,-0.065565,-0.000745,0.333786,0.084937,-1.478195,-0.357628,0.101328,0.329316,-0.607967,1.448393,-0.090897,28.610229,-27.418137,46.193600,-4.768372,4.097819,-9.238720,4.768372,-0.596046,-7.487833,-19.073486,-1.192093,46.789646,9.536743,-9.536743,-11.026859,5.960464,-23.841858,52.005051
23,0,907.345825,491.897400,72.765694,885.755066,27.867107,77.581116,-166.773132,-189.263565,14.015635,-588.388367,92.063614,78.270683,-569.763550,402.672089,73.848793,144.218063,365.697357,42.916355,0.023842,-0.077486,0.455976,0.071526,-0.190735,0.339746,-0.023842,-0.062585,-0.032969,0.250340,0.084937,-1.253188,-0.309944,0.041723,0.280142,-0.584126,1.281500,0.188500,26.226044,-26.226044,44.703484,-7.152557,3.352761,-7.748604,5.960464,0.596046,-6.444752,-16.689301,0.000000,45.001507,9.536743,-11.920929,-9.834766,4.768372,-33.378601,55.879356
24,0,907.346497,491.896454,72.768982,885.755371,27.866222,77.582634,-166.773132,-189.263901,14.015340,-588.387573,92.064018,78.265457,-569.764893,402.672119,73.849937,144.215210,365.702820,42.918762,0.131130,-0.190735,0.657141,0.059605,-0.176951,0.303984,0.000000,-0.065565,-0.059046,0.166893,0.080466,-1.044571,-0.274181,0.005960,0.229478,-0.569224,1.090765,0.482053,21.457672,-22.649765,40.233135,-2.384186,2.756715,-7.152557,4.768372,-0.596046,-5.215406,-16.689301,-0.894070,41.723251,7.152557,-7.152557,-10.132790,2.980232,-38.146973,58.710575
25,0,907.347717,491.894958,72.773186,885.755676,27.865389,77.584038,-166.773010,-189.264221,14.014948,-588.387085,92.064415,78.261215,-569.766174,402.671936,73.850868,144.212418,365.707245,42.922665,0.250340,-0.298023,0.841916,0.059605,-0.166520,0.280142,0.023842,-0.065565,-0.078417,0.095367,0.080466,-0.849366,-0.250340,-0.035763,0.186265,-0.557303,0.888109,0.780076,23.841858,-21.457672,36.954880,0.000000,2.086163,-4.768372,4.768372,0.000000,-3.874302,-14.305115,0.000000,39.041042,4.768372,-8.344650,-8.642673,2.384186,-40.531158,59.604645
26,0,907.349487,491.893036,72.778191,885.755920,27.864601,77.585335,-166.772751,-189.264572,14.014491,-588.386902,92.064804,78.257858,-569.767212,402.671631,73.851593,144.209671,365.710663,42.928024,0.345707,-0.387430,0.999868,0.047684,-0.157580,0.259280,0.050664,-0.068545,-0.091456,0.035763,0.077486,-0.670552,-0.214577,-0.059605,0.144541,-0.551343,0.685453,1.072139,19.073486,-17.881393,31.590462,-2.384186,1.788139,-4.172325,5.364418,-0.596046,-2.607703,-11.920929,-0.596046,35.762787,7.152557,-4.768372,-8.344650,1.192093,-40.531158,58.412552
27,0,907.351562,491.890747,72.783829,885.756165,27.863844,77.586540,-166.772446,-189.264908,14.014000,-588.387024,92.065170,78.255310,-569.768127,402.671234,73.852127,144.206924,365.713043,42.934795,0.417233,-0.452995,1.128018,0.047684,-0.151619,0.241399,0.062585,-0.068545,-0.098161,-0.023842,0.073016,-0.509620,-0.178814,-0.077486,0.107288,-0.548363,0.470877,1.353770,14.305115,-13.113022,25.629997,0.000000,1.192093,-3.576279,2.384186,0.000000,-1.341105,-11.920929,-0.894070,32.186508,7.152557,-3.576279,-7.450581,0.596046,-42.915344,56.326389
28,0,907.354004,491.888184,72.789940,885.756409,27.863115,77.587677,-166.772034,-189.265259,14.013505,-588.387329,92.065475,78.253510,-569.768982,402.670837,73.852486,144.204208,365.714417,42.942844,0.488758,-0.512600,1.221895,0.059605,-0.145659,0.227988,0.080466,-0.068545,-0.099093,-0.059605,0.061095,-0.360608,-0.166893,-0.083447,0.071526,-0.542402,0.280142,1.610070,14.305115,-11.920929,18.775463,2.384186,1.192093,-2.682209,3.576279,0.000000,-0.186265,-7.152557,-2.384186,29.802322,2.384186,-1.192093,-7.152557,1.192093,-38.146973,51.259995
29,0,907.356689,491.885437,72.796341,885.756714,27.862423,77.588760,-166.771606,-189.265579,14.013031,-588.387817,92.065681,78.252365,-569.769531,402.670319,73.852684,144.201584,365.714966,42.952023,0.536442,-0.554323,1.281500,0.059605,-0.138581,0.216067,0.086427,-0.065565,-0.094809,-0.095367,0.041723,-0.227988,-0.119209,-0.101328,0.038743,-0.527501,0.107288,1.835823,9.536743,-8.344650,11.920929,0.000000,1.415610,-2.384186,1.192093,0.596046,0.856817,-7.152557,-3.874302,26.524067,9.536743,-3.576279,-6.556511,2.980232,-34.570694,45.150520
30,0,907.359436,491.882599,72.802834,885.757141,27.861773,77.589760,-166.771149,-189.265884,14.012599,-588.388306,92.065773,78.251839,-569.769958,402.669830,73.852715,144.199127,365.714722,42.962151,0.548363,-0.566244,1.297891,0.083447,-0.130013,0.199676,0.092387,-0.062585,-0.086240,-0.107288,0.017881,-0.105798,-0.083447,-0.101328,0.007451,-0.488758,-0.047684,2.025068,2.384186,-2.384186,3.278255,4.768372,1.713634,-3.278255,1.192093,0.596046,1.713634,-2.384186,-4.768372,24.437904,7.152557,0.000000,-6.258488,7.748604,-30.994415,37.848949
31,0,907.362244,491.879761,72.809219,885.757568,27.861176,77.590668,-166.770691,-189.266190,14.012228,-588.388916,92.065689,78.251884,-569.770264,402.669312,73.852615,144.197021,365.713959,42.972988,0.560284,-0.566244,1.277030,0.083447,-0.119209,0.181794,0.089407,-0.059605,-0.074320,-0.119209,-0.016391,0.008941,-0.059605,-0.101328,-0.020862,-0.423193,-0.154972,2.168119,2.384186,0.000000,-4.172325,0.000000,2.160668,-3.576279,-0.596046,0.596046,2.384186,-2.384186,-6.854534,22.947788,4.768372,0.000000,-5.662441,13.113022,-21.457672,28.610229
32,0,907.364990,491.876984,72.815292,885.758118,27.860651,77.591461,-166.770279,-189.266464,14.011927,-588.389526,92.065384,78.252464,-569.770325,402.668732,73.852371,144.195435,365.712769,42.984303,0.548363,-0.554323,1.214445,0.107288,-0.105053,0.159442,0.083447,-0.053644,-0.060163,-0.119209,-0.061095,0.116229,-0.011921,-0.113249,-0.049174,-0.315905,-0.238419,2.262741,-2.384186,2.384186,-12.516975,4.768372,2.831221,-4.470348,-1.192093,1.192093,2.831221,0.000000,-8.940697,21.457672,9.536743,-2.384186,-5.662441,21.457672,-16.689301,18.924475
33,0,907.367554,491.874390,72.820862,885.758728,27.860207,77.592117,-166.769943,-189.266678,14.011705,-588.390076,92.064796,78.253586,-569.770264,402.668243,73.852005,144.194748,365.711395,42.995850,0.512600,-0.518560,1.114607,0.119209,-0.088662,0.131130,0.068545,-0.044703,-0.044331,-0.107288,-0.117719,0.223517,0.011921,-0.101328,-0.073016,-0.137091,-0.274181,2.308935,-7.152557,7.152557,-19.967556,2.384186,3.278255,-5.662441,-2.980232,1.788139,3.166497,2.384186,-11.324883,21.457672,4.768372,2.384186,-4.768372,35.762787,-7.152557,9.238720
34,0,907.369934,491.872040,72.825790,885.759399,27.859859,77.592621,-166.769669,-189.266891,14.011564,-588.390442,92.063889,78.255203,-569.769958,402.667694,73.851509,144.195312,365.709961,43.007347,0.476837,-0.470877,0.984967,0.143051,-0.069663,0.099838,0.053644,-0.041723,-0.028126,-0.083447,-0.181794,0.324845,0.059605,-0.107288,-0.098348,0.113249,-0.286102,2.299994,-7.152557,9.536743,-25.928020,4.768372,3.799796,-6.258488,-2.980232,0.596046,3.241003,4.768372,-12.814999,20.265579,9.536743,-1.192093,-5.066395,50.067902,-2.384186,-1.788139
35,0,907.372009,491.869995,72.829933,885.760193,27.859610,77.592934,-166.769470,-189.267044,14.011506,-588.390747,92.062584,78.257347,-569.769531,402.667175,73.850914,144.197662,365.708679,43.018566,0.417233,-0.411272,0.828505,0.154972,-0.049919,0.062585,0.038743,-0.029802,-0.011735,-0.059605,-0.260770,0.427663,0.095367,-0.107288,-0.119209,0.467896,-0.256300,2.243370,-11.920929,11.920929,-31.292439,2.384186,3.948808,-7.450581,-2.980232,2.384186,3.278255,4.768372,-15.795231,20.563602,7.152557,0.000000,-4.172325,70.929527,5.960464,-11.324883
36,0,907.373718,491.868286,72.833221,885.761047,27.859457,77.593040,-166.769409,-189.267151,14.011522,-588.390869,92.060867,78.259987,-569.768860,402.666656,73.850227,144.202347,365.707672,43.029247,0.345707,-0.339746,0.657141,0.166893,-0.030547,0.022352,0.011921,-0.020862,0.003353,-0.023842,-0.344217,0.528991,0.131130,-0.101328,-0.137091,0.938773,-0.202656,2.136827,-14.305115,14.305115,-34.272671,2.384186,3.874302,-8.046627,-5.364418,1.788139,3.017485,7.152557,-16.689301,20.265579,7.152557,1.192093,-3.576279,94.175339,10.728836,-21.308661
37,0,907.375122,491.866974,72.835625,885.761902,27.859392,77.592957,-166.769440,-189.267181,14.011607,-588.390869,92.058693,78.263145,-569.768005,402.666077,73.849472,144.210114,365.707031,43.039177,0.274181,-0.262260,0.481308,0.178814,-0.013039,-0.017881,-0.005960,-0.008941,0.016950,0.000000,-0.433624,0.631809,0.166893,-0.113249,-0.151992,1.552701,-0.125170,1.985580,-14.305115,15.497208,-35.166740,2.384186,3.501773,-8.046627,-3.576279,2.384186,2.719462,4.768372,-17.881393,20.563602,7.152557,-2.384186,-2.980232,122.785568,15.497208,-30.249357
38,0,907.376160,491.865997,72.837135,885.762817,27.859402,77.592667,-166.769592,-189.267197,14.011751,-588.390686,92.056061,78.266815,-569.767029,402.665558,73.848640,144.221771,365.706879,43.048141,0.214577,-0.196695,0.302494,0.178814,0.001863,-0.058115,-0.029802,-0.002980,0.028685,0.035763,-0.527501,0.733137,0.190735,-0.107288,-0.165403,2.330542,-0.029802,1.792610,-11.920929,13.113022,-35.762787,0.000000,2.980232,-8.046627,-4.768372,1.192093,2.346933,7.152557,-18.775463,20.265579,4.768372,1.192093,-2.682209,155.568115,19.073486,-38.594009
39,0,907.376770,491.865387,72.837830,885.763733,27.859470,77.592178,-166.769882,-189.267166,14.011941,-588.390381,92.052956,78.270973,-569.766052,402.664948,73.847778,144.238144,365.707214,43.055958,0.119209,-0.119209,0.138581,0.178814,0.013784,-0.096858,-0.056624,0.005960,0.037998,0.059605,-0.619888,0.831485,0.202656,-0.119209,-0.172853,3.275275,0.065565,1.563877,-19.073486,15.497208,-32.782555,0.000000,2.384186,-7.748604,-5.364418,1.788139,1.862645,4.768372,-18.477440,19.669533,2.384186,-2.384186,-1.490116,188.946716,19.073486,-45.746567
40,0,907.377075,491.865173,72.837776,885.764526,27.859573,77.591522,-166.770248,-189.267120,14.012164,-588.389954,92.049423,78.275597,-569.764893,402.664429,73.846893,144.260254,365.708038,43.062485,0.059605,-0.047684,-0.010431,0.166893,0.020862,-0.131130,-0.074506,0.011921,0.044703,0.095367,-0.707805,0.925362,0.226498,-0.107288,-0.177324,4.422665,0.160933,1.305342,-11.920929,14.305115,-29.802322,-2.384186,1.415610,-6.854534,-3.576279,1.192093,1.341105,7.152557,-17.583370,18.775463,4.768372,2.384186,-0.894070,229.477875,19.073486,-51.707031
41,0,907.377075,491.865204,72.837082,885.765320,27.859697,77.590736,-166.770721,-189.267029,14.012411,-588.389404,92.045509,78.280655,-569.763855,402.663849,73.846001,144.289032,365.709137,43.067585,0.000000,0.011921,-0.138581,0.154972,0.024587,-0.157952,-0.095367,0.017881,0.049360,0.107288,-0.782311,1.011789,0.214577,-0.113249,-0.178814,5.754828,0.220537,1.019984,-11.920929,11.920929,-25.629997,-2.384186,0.745058,-5.364418,-4.172325,1.192093,0.931323,2.384186,-14.901161,17.285347,-2.384186,-1.192093,-0.298023,266.432770,11.920929,-57.071449
42,0,907.376770,491.865570,72.835869,885.766052,27.859812,77.589828,-166.771301,-189.266907,14.012668,-588.388672,92.041275,78.286095,-569.762695,402.663361,73.845108,144.325516,365.710388,43.071163,-0.059605,0.071526,-0.242889,0.143051,0.023097,-0.181794,-0.116229,0.023842,0.051223,0.143051,-0.846386,1.087785,0.226498,-0.101328,-0.177324,7.295609,0.250340,0.715256,-11.920929,11.920929,-20.861626,-2.384186,-0.298023,-4.768372,-4.172325,1.192093,0.372529,7.152557,-12.814999,15.199184,2.384186,2.384186,0.298023,308.156006,5.960464,-60.945747
43,0,907.376221,491.866119,72.834244,885.766602,27.859905,77.588852,-166.771973,-189.266754,14.012921,-588.388000,92.036850,78.291847,-569.761719,402.662872,73.844254,144.370544,365.711487,43.073139,-0.107288,0.107288,-0.324845,0.119209,0.018626,-0.195205,-0.134110,0.029802,0.050850,0.131130,-0.885129,1.150370,0.202656,-0.095367,-0.171363,9.006262,0.220537,0.395626,-9.536743,7.152557,-16.391277,-4.768372,-0.894070,-2.682209,-3.576279,1.192093,-0.074506,-2.384186,-7.748604,12.516975,-4.768372,1.192093,1.192093,342.130676,-5.960464,-63.925980
44,0,907.375366,491.866852,72.832321,885.767029,27.859968,77.587837,-166.772736,-189.266586,14.013165,-588.387329,92.032364,78.297844,-569.760742,402.662384,73.843445,144.424911,365.712067,43.073475,-0.166893,0.149012,-0.384450,0.083447,0.012666,-0.202656,-0.151992,0.032783,0.048801,0.143051,-0.897050,1.199543,0.190735,-0.095367,-0.162423,10.874867,0.119209,0.067055,-11.920929,8.344650,-11.920929,-7.152557,-1.192093,-1.490116,-3.576279,0.596046,-0.409782,2.384186,-2.384186,9.834766,-2.384186,0.000000,1.788139,373.721130,-20.265579,-65.714119
