Trajectories
200
,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z''
10,0,907.638855,492.007233,72.888588,885.676147,27.851332,77.527710,-168.331207,-191.316269,10.952258,-601.666504,86.422333,78.768288,-568.655884,401.665741,73.976669,-17.517853,290.337280,131.706818,-0.524521,0.721216,0.116229,0.381470,-0.275299,1.227856,-0.792742,-0.020862,-0.555255,-2.193451,-0.014901,4.610419,-0.619888,0.089407,1.093745,-0.610575,3.224611,2.244115,4.768372,-2.384186,-1.192093,2.384186,-5.811453,-1.192093,0.000000,-1.192093,-1.303852,7.152557,4.172325,-1.490116,-7.152557,11.920929,20.265579,-46.044586,9.536743,13.709068
11,0,907.636414,492.010742,72.889130,885.678040,27.849842,77.533669,-168.335052,-191.316360,10.949493,-601.677185,86.422356,78.790924,-568.659119,401.666473,73.982521,-17.522179,290.353424,131.718262,-0.488758,0.703335,0.107288,0.381470,-0.298023,1.192093,-0.768900,-0.020862,-0.553019,-2.133846,0.004470,4.526973,-0.643730,0.143051,1.171231,-0.865012,3.224611,2.288818,7.152557,-3.576279,-1.788139,0.000000,-4.544854,-7.152557,4.768372,0.000000,0.447035,11.920929,3.874302,-16.689301,-4.768372,10.728836,15.497208,-50.887466,0.000000,8.940697
12,0,907.634155,492.014008,72.889595,885.680054,27.848276,77.539352,-168.338715,-191.316483,10.946774,-601.687256,86.422462,78.812790,-568.662354,401.667419,73.988617,-17.527880,290.369263,131.729797,-0.452995,0.655651,0.093877,0.405312,-0.313297,1.136959,-0.733137,-0.023842,-0.543706,-2.014637,0.022352,4.373491,-0.643730,0.190735,1.218915,-1.140311,3.170967,2.306700,7.152557,-9.536743,-2.682209,4.768372,-3.054738,-11.026859,7.152557,-0.596046,1.862645,23.841858,3.576279,-30.696392,0.000000,9.536743,9.536743,-55.059792,-10.728836,3.576279
13,0,907.632141,492.017151,72.890007,885.682190,27.846674,77.544655,-168.342194,-191.316635,10.944139,-601.696655,86.422676,78.833595,-568.665527,401.668518,73.994797,-17.535019,290.384674,131.741333,-0.405312,0.625849,0.081956,0.417233,-0.320375,1.059473,-0.694394,-0.029802,-0.527129,-1.883507,0.041723,4.160404,-0.631809,0.220537,1.235306,-1.427904,3.081560,2.306700,9.536743,-5.960464,-2.384186,2.384186,-1.415610,-15.497208,7.748604,-1.192093,3.315508,26.226044,3.874302,-42.617321,2.384186,5.960464,3.278255,-57.518482,-17.881393,0.000000
14,0,907.630310,492.019958,72.890335,885.684265,27.845085,77.549454,-168.345383,-191.316772,10.941614,-601.705383,86.422958,78.853088,-568.668396,401.669769,74.000885,-17.543629,290.399506,131.752686,-0.357628,0.560284,0.065565,0.417233,-0.317767,0.961125,-0.637770,-0.026822,-0.504963,-1.740456,0.056624,3.898144,-0.584126,0.250340,1.218915,-1.721829,2.962351,2.270937,9.536743,-13.113022,-3.278255,0.000000,0.521541,-19.669533,11.324883,0.596046,4.433095,28.610229,2.980232,-52.452087,9.536743,5.960464,-3.278255,-58.785080,-23.841858,-7.152557
15,0,907.628845,492.022491,72.890587,885.686462,27.843559,77.553703,-168.348221,-191.316925,10.939227,-601.713318,86.423271,78.871109,-568.671143,401.671082,74.006767,-17.553698,290.413513,131.763824,-0.298023,0.506639,0.050664,0.441074,-0.305101,0.849366,-0.569224,-0.032783,-0.477396,-1.585484,0.062585,3.604591,-0.548363,0.262260,1.175702,-2.013892,2.801418,2.229214,11.920929,-10.728836,-2.980232,4.768372,2.533197,-22.351742,13.709068,-1.192093,5.513430,30.994415,1.192093,-58.710575,7.152557,2.384186,-8.642673,-58.412552,-32.186508,-8.344650
16,0,907.627563,492.024719,72.890770,885.688599,27.842142,77.557365,-168.350739,-191.317078,10.936996,-601.720398,86.423607,78.887558,-568.673523,401.672363,74.012268,-17.565174,290.426636,131.774643,-0.250340,0.447035,0.037253,0.429153,-0.283495,0.731647,-0.503659,-0.029802,-0.446290,-1.418591,0.067055,3.290176,-0.476837,0.256300,1.099706,-2.295151,2.628565,2.163649,9.536743,-11.920929,-2.682209,-2.384186,4.321337,-23.543835,13.113022,0.596046,6.221235,33.378601,0.894070,-62.882900,14.305115,-1.192093,-15.199184,-56.251884,-34.570694,-13.113022
17,0,907.626648,492.026642,72.890884,885.690735,27.840885,77.560379,-168.352890,-191.317261,10.934935,-601.726562,86.423920,78.902405,-568.675659,401.673615,74.017288,-17.577965,290.438873,131.785080,-0.190735,0.381470,0.022352,0.429153,-0.251457,0.603497,-0.429153,-0.035763,-0.412203,-1.239777,0.062585,2.969801,-0.417233,0.250340,1.004338,-2.558157,2.443790,2.086163,11.920929,-13.113022,-2.980232,0.000000,6.407499,-25.629997,14.901161,-1.192093,6.817281,35.762787,-0.894070,-64.074997,11.920929,-1.192093,-19.073486,-52.601097,-36.954880,-15.497208
18,0,907.625916,492.028259,72.890938,885.692932,27.839828,77.562782,-168.354675,-191.317413,10.933058,-601.732056,86.424171,78.915672,-568.677185,401.674713,74.021721,-17.591938,290.450012,131.795090,-0.143051,0.327826,0.010431,0.441074,-0.211224,0.479817,-0.357628,-0.029802,-0.375509,-1.096725,0.050664,2.652407,-0.309944,0.220537,0.886619,-2.794713,2.229214,2.002716,9.536743,-10.728836,-2.384186,2.384186,8.046627,-24.735928,14.305115,1.192093,7.338822,28.610229,-2.384186,-63.478947,21.457672,-5.960464,-23.543835,-47.311188,-42.915344,-16.689301
19,0,907.625366,492.029602,72.890923,885.695190,27.839006,77.564552,-168.356094,-191.317551,10.931369,-601.736877,86.424347,78.927406,-568.678467,401.675690,74.025490,-17.606926,290.460144,131.804626,-0.107288,0.268221,-0.002980,0.452995,-0.164285,0.354648,-0.283122,-0.026822,-0.337698,-0.965595,0.034273,2.346933,-0.250340,0.196695,0.753999,-2.997369,2.026558,1.907349,7.152557,-11.920929,-2.682209,2.384186,9.387732,-25.033951,14.901161,0.596046,7.562339,26.226044,-3.278255,-61.094761,11.920929,-4.768372,-26.524067,-40.531158,-40.531158,-19.073486
20,0,907.625000,492.030701,72.890869,885.697388,27.838459,77.565758,-168.357147,-191.317673,10.929876,-601.741089,86.424385,78.937706,-568.679138,401.676483,74.028549,-17.622723,290.469238,131.813675,-0.071526,0.220537,-0.010431,0.429153,-0.109524,0.241399,-0.211596,-0.026822,-0.298582,-0.834465,0.008941,2.060831,-0.143051,0.154972,0.612438,-3.159419,1.817942,1.809001,7.152557,-9.536743,-1.490116,-4.768372,10.952353,-22.649765,14.305115,0.000000,7.823110,26.226044,-5.066395,-57.220459,21.457672,-8.344650,-28.312206,-32.410027,-41.723251,-19.669533
21,0,907.624817,492.031616,72.890778,885.699524,27.838198,77.566437,-168.357925,-191.317795,10.928578,-601.744629,86.424301,78.946709,-568.679443,401.676971,74.030907,-17.639105,290.477264,131.822250,-0.035763,0.178814,-0.017881,0.429153,-0.052154,0.135601,-0.154972,-0.023842,-0.259466,-0.715256,-0.017881,1.800060,-0.059605,0.101328,0.470877,-3.276393,1.609325,1.713634,7.152557,-8.344650,-1.490116,0.000000,11.473894,-21.159649,11.324883,0.596046,7.823110,23.841858,-5.364418,-52.154064,16.689301,-10.728836,-28.312206,-23.394823,-41.723251,-19.073486
22,0,907.624756,492.032349,72.890678,885.701538,27.838240,77.566650,-168.358398,-191.317902,10.927475,-601.747864,86.424042,78.954536,-568.679321,401.677216,74.032524,-17.655821,290.484406,131.830307,-0.011921,0.149012,-0.020862,0.405312,0.008196,0.043213,-0.095367,-0.020862,-0.220723,-0.643730,-0.050664,1.564622,0.023842,0.047684,0.323355,-3.343448,1.424551,1.612306,4.768372,-5.960464,-0.596046,-4.768372,12.069941,-18.477440,11.920929,0.596046,7.748604,14.305115,-6.556511,-47.087669,16.689301,-10.728836,-29.504299,-13.411045,-36.954880,-20.265579
23,0,907.624878,492.032928,72.890549,885.703430,27.838577,77.566460,-168.358673,-191.317978,10.926563,-601.750671,86.423637,78.961296,-568.678772,401.677216,74.033455,-17.672615,290.490601,131.837860,0.023842,0.113249,-0.025332,0.381470,0.067428,-0.038743,-0.053644,-0.014901,-0.182353,-0.560284,-0.081956,1.353025,0.107288,0.000000,0.186265,-3.358722,1.239777,1.510978,7.152557,-7.152557,-0.894070,-4.768372,11.846423,-16.391277,8.344650,1.192093,7.674098,16.689301,-6.258488,-42.319298,16.689301,-9.536743,-27.418137,-3.054738,-36.954880,-20.265579
24,0,907.625000,492.033386,72.890442,885.705261,27.839203,77.565948,-168.358749,-191.318024,10.925831,-601.753174,86.423065,78.967102,-568.678040,401.676941,74.033730,-17.689224,290.495941,131.844925,0.023842,0.095367,-0.020862,0.357628,0.125170,-0.102818,-0.014901,-0.008941,-0.146404,-0.500679,-0.114739,1.160800,0.154972,-0.053644,0.055134,-3.321841,1.066923,1.412630,0.000000,-3.576279,0.894070,-4.768372,11.548400,-12.814999,7.748604,1.192093,7.189810,11.920929,-6.556511,-38.444996,9.536743,-10.728836,-26.226044,7.376075,-34.570694,-19.669533
25,0,907.625244,492.033752,72.890358,885.706909,27.840088,77.565163,-168.358688,-191.318039,10.925270,-601.755493,86.422348,78.972015,-568.676819,401.676422,74.033424,-17.705393,290.500488,131.851440,0.047684,0.071526,-0.017881,0.333786,0.176951,-0.156462,0.011921,-0.002980,-0.112318,-0.464916,-0.143051,0.981987,0.238419,-0.107288,-0.061095,-3.233552,0.911951,1.302361,4.768372,-4.768372,0.596046,-4.768372,10.356307,-10.728836,5.364418,1.192093,6.817281,7.152557,-5.662441,-35.762787,16.689301,-10.728836,-23.245811,17.657875,-30.994415,-22.053719
26,0,907.625549,492.034027,72.890312,885.708252,27.841194,77.564186,-168.358551,-191.318024,10.924866,-601.757507,86.421501,78.976089,-568.675598,401.675629,74.032623,-17.720873,290.504364,131.857391,0.059605,0.053644,-0.008941,0.274181,0.221282,-0.195205,0.026822,0.002980,-0.080839,-0.405312,-0.168383,0.815094,0.250340,-0.154972,-0.159442,-3.096089,0.774860,1.192093,2.384186,-3.576279,1.788139,-11.920929,8.866191,-7.748604,2.980232,1.192093,6.295741,11.920929,-5.066395,-33.378601,2.384186,-9.536743,-19.669533,27.492641,-27.418137,-22.053719
27,0,907.625793,492.034241,72.890320,885.709534,27.842472,77.563095,-168.358368,-191.317978,10.924599,-601.759399,86.420563,78.979355,-568.674072,401.674683,74.031410,-17.735445,290.507660,131.862762,0.047684,0.041723,0.001490,0.250340,0.255555,-0.219047,0.035763,0.008941,-0.053272,-0.369549,-0.187755,0.654161,0.298023,-0.190735,-0.242889,-2.914667,0.661612,1.072884,-2.384186,-2.384186,2.086163,-4.768372,6.854534,-4.768372,1.788139,1.192093,5.513430,7.152557,-3.874302,-32.186508,9.536743,-7.152557,-16.689301,36.284328,-22.649765,-23.841858
28,0,907.626038,492.034363,72.890388,885.710510,27.843863,77.561920,-168.358200,-191.317886,10.924453,-601.761047,86.419571,78.981827,-568.672607,401.673615,74.029877,-17.748922,290.510406,131.867432,0.047684,0.029802,0.013411,0.202656,0.278279,-0.233948,0.032783,0.017881,-0.029244,-0.333786,-0.199676,0.493228,0.298023,-0.214577,-0.306964,-2.695248,0.548363,0.935793,0.000000,-2.384186,2.384186,-9.536743,4.544854,-2.980232,-0.596046,1.788139,4.805624,7.152557,-2.384186,-32.186508,0.000000,-4.768372,-12.814999,43.883919,-22.649765,-27.418137
29,0,907.626221,492.034454,72.890518,885.711304,27.845297,77.560760,-168.358093,-191.317764,10.924407,-601.762329,86.418541,78.983475,-568.671021,401.672394,74.028122,-17.761150,290.512726,131.871353,0.035763,0.017881,0.026822,0.154972,0.286847,-0.232458,0.023842,0.023842,-0.009127,-0.262260,-0.205636,0.330806,0.309944,-0.244379,-0.351667,-2.445653,0.458956,0.783801,-2.384186,-2.384186,2.682209,-9.536743,1.713634,0.298023,-1.788139,1.192093,4.023314,14.305115,-1.192093,-32.484531,2.384186,-5.960464,-8.940697,49.918892,-17.881393,-30.398369
30,0,907.626465,492.034515,72.890755,885.711792,27.846708,77.559631,-168.358032,-191.317612,10.924440,-601.763550,86.417526,78.984329,-568.669556,401.671143,74.026222,-17.772020,290.514587,131.874451,0.047684,0.011921,0.046194,0.095367,0.282377,-0.225008,0.011921,0.029802,0.006706,-0.238419,-0.202656,0.169873,0.298023,-0.250340,-0.379980,-2.174079,0.375509,0.619888,2.384186,-1.192093,3.874302,-11.920929,-0.894070,1.490116,-2.384186,1.192093,3.166497,4.768372,0.596046,-32.186508,-2.384186,-1.192093,-5.662441,54.314732,-16.689301,-32.782555
31,0,907.626587,492.034485,72.891060,885.712036,27.848034,77.558609,-168.358063,-191.317444,10.924532,-601.764404,86.416557,78.984360,-568.668335,401.669861,74.024261,-17.781469,290.516205,131.876587,0.023842,-0.005960,0.061095,0.047684,0.264868,-0.205636,-0.005960,0.035763,0.018254,-0.166893,-0.193715,0.005960,0.250340,-0.256300,-0.391901,-1.889840,0.321865,0.426173,-4.768372,-3.576279,2.980232,-9.536743,-3.501773,3.874302,-3.576279,1.192093,2.309680,14.305115,1.788139,-32.782555,-9.536743,-1.192093,-2.384186,56.847931,-10.728836,-38.743019
32,0,907.626709,492.034393,72.891449,885.712036,27.849201,77.557701,-168.358170,-191.317245,10.924665,-601.764893,86.415657,78.983574,-568.667114,401.668610,74.022301,-17.789482,290.517548,131.877670,0.023842,-0.017881,0.078976,0.000000,0.233576,-0.181794,-0.023842,0.038743,0.026636,-0.107288,-0.180304,-0.156462,0.238419,-0.250340,-0.391901,-1.602620,0.268221,0.217557,0.000000,-2.384186,3.576279,-9.536743,-6.258488,4.768372,-3.576279,0.596046,1.676381,11.920929,2.682209,-32.484531,-2.384186,1.192093,0.000000,57.443977,-10.728836,-41.723251
33,0,907.626831,492.034271,72.891922,885.711792,27.850157,77.556953,-168.358398,-191.317032,10.924824,-601.765137,86.414864,78.981995,-568.666138,401.667419,74.020424,-17.796083,290.518738,131.877609,0.023842,-0.029802,0.093877,-0.047684,0.191107,-0.149012,-0.044703,0.041723,0.031665,-0.047684,-0.157952,-0.315905,0.190735,-0.238419,-0.375509,-1.320243,0.238419,-0.011921,0.000000,-2.384186,2.980232,-9.536743,-8.493662,6.556511,-4.172325,0.596046,1.005828,11.920929,4.470348,-31.888485,-9.536743,2.384186,3.278255,56.475403,-5.960464,-45.895576
34,0,907.626831,492.034058,72.892448,885.711365,27.850849,77.556381,-168.358704,-191.316849,10.924994,-601.765076,86.414192,78.979675,-568.665466,401.666321,74.018639,-17.801342,290.519745,131.876282,0.000000,-0.041723,0.105798,-0.083447,0.138581,-0.114739,-0.059605,0.038743,0.033900,0.011921,-0.134110,-0.463426,0.143051,-0.220537,-0.357628,-1.051649,0.202656,-0.268221,-4.768372,-2.384186,2.384186,-7.152557,-10.505319,6.854534,-2.980232,-0.596046,0.447035,11.920929,4.768372,-29.504299,-9.536743,3.576279,3.576279,53.718685,-7.152557,-51.259995
35,0,907.626831,492.033813,72.893036,885.710632,27.851242,77.556000,-168.359070,-191.316650,10.925166,-601.764648,86.413666,78.976662,-568.664917,401.665344,74.016983,-17.805363,290.520721,131.873596,0.000000,-0.047684,0.117719,-0.143051,0.078604,-0.075996,-0.074506,0.038743,0.034645,0.083447,-0.105798,-0.603497,0.107288,-0.196695,-0.330806,-0.803918,0.196695,-0.536442,0.000000,-1.192093,2.384186,-11.920929,-11.995435,7.748604,-2.980232,0.000000,0.149012,14.305115,5.662441,-28.014183,-7.152557,4.768372,5.364418,49.546360,-1.192093,-53.644180
36,0,907.626770,492.033508,72.893677,885.709839,27.851311,77.555824,-168.359497,-191.316467,10.925341,-601.763977,86.413292,78.973030,-568.664490,401.664459,74.015457,-17.808268,290.521698,131.869461,-0.011921,-0.059605,0.128150,-0.166893,0.013784,-0.034273,-0.086427,0.035763,0.034831,0.143051,-0.074506,-0.725687,0.083447,-0.172853,-0.303984,-0.581145,0.196695,-0.825524,-2.384186,-2.384186,2.086163,-4.768372,-12.964010,8.344650,-2.384186,-0.596046,0.037253,11.920929,6.258488,-24.437904,-4.768372,4.768372,5.364418,44.554474,0.000000,-57.816505
37,0,907.626648,492.033112,72.894333,885.708862,27.851046,77.555862,-168.359970,-191.316330,10.925512,-601.762878,86.413071,78.968910,-568.664307,401.663757,74.014076,-17.810211,290.522705,131.863876,-0.023842,-0.077486,0.131130,-0.190735,-0.053272,0.007451,-0.092387,0.026822,0.034459,0.214577,-0.044703,-0.824034,0.035763,-0.143051,-0.277162,-0.388548,0.196695,-1.117587,-2.384186,-3.576279,0.596046,-4.768372,-13.411045,8.344650,-1.192093,-1.788139,-0.074506,14.305115,5.960464,-19.669533,-9.536743,5.960464,5.364418,38.519501,0.000000,-58.412552
38,0,907.626465,492.032776,72.895004,885.707764,27.850449,77.556114,-168.360443,-191.316254,10.925685,-601.761719,86.412987,78.964439,-568.664246,401.663116,74.012817,-17.811340,290.523743,131.856781,-0.035763,-0.071526,0.134110,-0.226498,-0.119209,0.049174,-0.095367,0.017881,0.034459,0.238419,-0.016391,-0.894070,0.011921,-0.125170,-0.251830,-0.226125,0.208616,-1.418591,-2.384186,1.192093,0.596046,-7.152557,-13.187528,8.344650,-0.596046,-1.788139,0.000000,4.768372,5.662441,-14.007092,-4.768372,3.576279,5.066395,32.484531,2.384186,-60.200691
39,0,907.626221,492.032379,72.895668,885.706543,27.849546,77.556549,-168.360901,-191.316223,10.925861,-601.760193,86.413063,78.959770,-568.664307,401.662628,74.011650,-17.811815,290.524841,131.848206,-0.047684,-0.077486,0.132620,-0.238419,-0.180677,0.087917,-0.092387,0.005960,0.035204,0.298023,0.014901,-0.934303,-0.011921,-0.101328,-0.232458,-0.094622,0.220537,-1.716614,-2.384186,-1.192093,-0.298023,-2.384186,-12.293458,7.748604,0.596046,-2.384186,0.149012,11.920929,6.258488,-8.046627,-4.768372,4.768372,3.874302,26.300549,2.384186,-59.604645
40,0,907.625977,492.031982,72.896317,885.705322,27.848368,77.557190,-168.361343,-191.316238,10.926044,-601.758789,86.413246,78.955078,-568.664429,401.662170,74.010574,-17.811771,290.526093,131.838181,-0.047684,-0.077486,0.129640,-0.250340,-0.235438,0.128150,-0.086427,-0.002980,0.036694,0.286102,0.037253,-0.938773,-0.023842,-0.089407,-0.216067,0.008568,0.250340,-2.002716,0.000000,0.000000,-0.596046,-2.384186,-10.952353,8.046627,1.192093,-1.788139,0.298023,-2.384186,4.470348,-0.894070,-2.384186,2.384186,3.278255,20.638107,5.960464,-57.220459
41,0,907.625671,492.031616,72.896935,885.704102,27.846968,77.558014,-168.361740,-191.316284,10.926237,-601.757202,86.413559,78.950516,-568.664490,401.661774,74.009529,-17.811340,290.527466,131.826813,-0.059605,-0.077486,0.123680,-0.238419,-0.280142,0.163913,-0.080466,-0.011921,0.038557,0.309944,0.062585,-0.911951,-0.011921,-0.077486,-0.208616,0.086054,0.274181,-2.273917,-2.384186,0.000000,-1.192093,2.384186,-8.940697,7.152557,1.192093,-1.788139,0.372529,4.768372,5.066395,5.364418,2.384186,2.384186,1.490116,15.497208,4.768372,-54.240227
42,0,907.625366,492.031281,72.897499,885.702759,27.845394,77.558990,-168.362045,-191.316391,10.926440,-601.755737,86.413971,78.946274,-568.664490,401.661438,74.008507,-17.810616,290.528931,131.814209,-0.059605,-0.065565,0.113249,-0.262260,-0.314787,0.196695,-0.062585,-0.020862,0.040606,0.298023,0.081956,-0.847876,0.000000,-0.071526,-0.204146,0.145286,0.292063,-2.521276,0.000000,2.384186,-2.086163,-4.768372,-6.929040,6.556511,3.576279,-1.788139,0.409782,-2.384186,3.874302,12.814999,2.384186,1.192093,0.894070,11.846423,3.576279,-49.471855
43,0,907.625000,492.030945,72.898026,885.701660,27.843706,77.560120,-168.362320,-191.316574,10.926651,-601.754517,86.414474,78.942505,-568.664368,401.661072,74.007484,-17.809662,290.530518,131.800552,-0.071526,-0.065565,0.104308,-0.226498,-0.337511,0.225008,-0.053644,-0.035763,0.042096,0.250340,0.099838,-0.753999,0.023842,-0.071526,-0.205636,0.190735,0.315905,-2.732873,-2.384186,0.000000,-1.788139,7.152557,-4.544854,5.662441,1.788139,-2.980232,0.298023,-9.536743,3.576279,18.775463,4.768372,0.000000,-0.298023,9.089708,4.768372,-42.319298
44,0,907.624695,492.030640,72.898476,885.700439,27.841959,77.561348,-168.362473,-191.316772,10.926863,-601.753418,86.415031,78.939331,-568.664124,401.660645,74.006416,-17.808512,290.532196,131.785995,-0.059605,-0.059605,0.090897,-0.238419,-0.349432,0.245869,-0.029802,-0.038743,0.042282,0.214577,0.111759,-0.634789,0.047684,-0.083447,-0.213087,0.229850,0.339746,-2.911687,2.384186,1.192093,-2.682209,-2.384186,-2.384186,4.172325,4.768372,-0.596046,0.037253,-7.152557,2.384186,23.841858,4.768372,-2.384186,-1.490116,7.823110,4.768372,-35.762787
