Trajectories
200
,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,Yash:Pullies1,,,Yash:Pullies2,,,Yash:Pullies3,,,Yash:Pullies4,,,Yash:Pullies5,,,Yash:Arm,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X',Y',Z',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z'',X'',Y'',Z''
10,0,907.443237,491.789032,72.862946,885.895996,27.752174,77.505219,-166.696762,-189.539780,13.600931,-588.509888,92.080704,78.500931,-571.013977,402.893951,73.685623,167.732086,377.783173,85.542564,-1.132488,1.299381,-1.220405,0.548363,-0.313669,0.578165,-1.066923,0.295043,0.053272,0.727177,-0.572205,-0.947714,0.083447,0.423193,-0.275671,4.059076,0.810623,0.910461,-2.384186,-3.576279,1.192093,-7.152557,9.387732,-4.470348,-2.980232,-1.788139,-4.433095,-9.536743,22.351742,-54.836273,-7.152557,-2.384186,-3.874302,-20.861626,-10.728836,119.805336
11,0,907.437622,491.795410,72.857002,885.898621,27.750877,77.507935,-166.702042,-189.538330,13.601082,-588.506348,92.078423,78.494942,-571.013611,402.895996,73.684196,167.751556,377.787109,85.550377,-1.120567,1.275539,-1.189113,0.536442,-0.259280,0.543892,-1.057982,0.289083,0.029989,0.703335,-0.455976,-1.198053,0.071526,0.405312,-0.286102,3.892183,0.786781,1.561642,2.384186,-4.768372,6.258488,-2.384186,10.877848,-6.854534,1.788139,-1.192093,-4.656613,-4.768372,23.245811,-50.067902,-2.384186,-3.576279,-2.086163,-33.378601,-4.768372,130.236145
12,0,907.432129,491.801483,72.851288,885.901123,27.749872,77.510422,-166.707245,-189.536942,13.601114,-588.503052,92.076752,78.487869,-571.013428,402.897858,73.682739,167.769974,377.791016,85.561554,-1.096725,1.209974,-1.142919,0.488758,-0.201166,0.497699,-1.040101,0.277162,0.006519,0.655651,-0.335276,-1.414120,0.035763,0.375509,-0.290573,3.683567,0.780821,2.235174,4.768372,-13.113022,9.238720,-9.536743,11.622906,-9.238720,3.576279,-2.384186,-4.693866,-9.536743,24.139881,-43.213367,-7.152557,-5.960464,-0.894070,-41.723251,-1.192093,134.706497
13,0,907.426758,491.807159,72.845901,885.903320,27.749163,77.512627,-166.712280,-189.535690,13.601032,-588.500122,92.075630,78.479912,-571.013306,402.899628,73.681320,167.787155,377.794861,85.576126,-1.072884,1.138449,-1.077354,0.441074,-0.141934,0.441074,-1.007318,0.250340,-0.016391,0.584126,-0.223517,-1.592934,0.023842,0.351667,-0.284612,3.436208,0.768900,2.914667,4.768372,-14.305115,13.113022,-9.536743,11.846423,-11.324883,6.556511,-5.364418,-4.582107,-14.305115,22.351742,-35.762787,-2.384186,-4.768372,1.192093,-49.471855,-2.384186,135.898590
14,0,907.421753,491.812347,72.840904,885.905334,27.748737,77.514503,-166.717072,-189.534592,13.600844,-588.497559,92.075066,78.471298,-571.013245,402.901154,73.679955,167.803024,377.798859,85.594017,-1.001358,1.037121,-0.998378,0.405312,-0.084937,0.375509,-0.956655,0.220537,-0.037625,0.512600,-0.113249,-1.722574,0.011921,0.303984,-0.272691,3.173947,0.798702,3.577769,14.305115,-20.265579,15.795231,-7.152557,11.399388,-13.113022,10.132790,-5.960464,-4.246831,-14.305115,22.053719,-25.928020,-2.384186,-9.536743,2.384186,-52.452087,5.960464,132.620331
15,0,907.417175,491.816986,72.836388,885.906921,27.748577,77.516045,-166.721573,-189.533630,13.600562,-588.495300,92.074966,78.462250,-571.013306,402.902466,73.678696,167.817520,377.803009,85.614998,-0.917912,0.929832,-0.904500,0.321865,-0.032037,0.306964,-0.900030,0.190735,-0.056438,0.452995,-0.019372,-1.809001,-0.011921,0.262260,-0.251830,2.899766,0.828505,4.197657,16.689301,-21.457672,18.775463,-16.689301,10.579824,-13.709068,11.324883,-5.960464,-3.762543,-11.920929,18.775463,-17.285347,-4.768372,-8.344650,4.172325,-54.836273,5.960464,123.977661
16,0,907.412903,491.821045,72.832359,885.908386,27.748642,77.517212,-166.725693,-189.532867,13.600200,-588.493530,92.075287,78.453033,-571.013428,402.903564,73.677574,167.830658,377.807404,85.638809,-0.858307,0.810623,-0.804663,0.286102,0.013039,0.233948,-0.825524,0.154972,-0.072457,0.357628,0.064075,-1.843274,-0.023842,0.220537,-0.223517,2.628565,0.882149,4.760921,11.920929,-23.841858,19.967556,-7.152557,9.015203,-14.603138,14.901161,-7.152557,-3.203750,-19.073486,16.689301,-6.854534,-2.384186,-8.344650,5.662441,-54.240227,10.728836,112.652779
17,0,907.409058,491.824463,72.828880,885.909485,27.748894,77.518005,-166.729477,-189.532288,13.599773,-588.492065,92.075928,78.443878,-571.013489,402.904449,73.676628,167.842545,377.812103,85.665024,-0.762939,0.679493,-0.695884,0.226498,0.050291,0.159442,-0.756979,0.116229,-0.085309,0.298023,0.128150,-1.831353,-0.011921,0.178814,-0.189245,2.378225,0.941753,5.243719,19.073486,-26.226044,21.755695,-11.920929,7.450581,-14.901161,13.709068,-7.748604,-2.570450,-11.920929,12.814999,2.384186,2.384186,-8.344650,6.854534,-50.067902,11.920929,96.559525
18,0,907.405823,491.827179,72.825966,885.910400,27.749275,77.518448,-166.732849,-189.531891,13.599301,-588.490784,92.076805,78.435005,-571.013611,402.905121,73.675880,167.853271,377.817139,85.693230,-0.655651,0.548363,-0.582635,0.178814,0.076368,0.087917,-0.673532,0.077486,-0.094250,0.250340,0.175834,-1.774728,-0.023842,0.131130,-0.150502,2.142787,1.007318,5.641580,21.457672,-26.226044,22.649765,-9.536743,5.215406,-14.305115,16.689301,-7.748604,-1.788139,-9.536743,9.536743,11.324883,-2.384186,-9.536743,7.748604,-47.087669,13.113022,79.572205
19,0,907.403015,491.829315,72.823624,885.910950,27.749741,77.518555,-166.735779,-189.531708,13.598807,-588.489929,92.077827,78.426613,-571.013733,402.905518,73.675323,167.862930,377.822479,85.722908,-0.560284,0.423193,-0.469387,0.107288,0.093132,0.020862,-0.587106,0.035763,-0.098906,0.166893,0.204146,-1.677871,-0.023842,0.083447,-0.110269,1.934171,1.066923,5.935133,19.073486,-25.033951,22.649765,-14.305115,3.352761,-13.411045,17.285347,-8.344650,-0.931323,-16.689301,5.662441,19.371510,0.000000,-9.536743,8.046627,-41.723251,11.920929,58.710575
20,0,907.400757,491.830780,72.821823,885.911316,27.750237,77.518349,-166.738297,-189.531723,13.598308,-588.489319,92.078896,78.418907,-571.013733,402.905792,73.674995,167.871719,377.828094,85.753525,-0.452995,0.292063,-0.359118,0.071526,0.099093,-0.040233,-0.503659,-0.002980,-0.099838,0.131130,0.213087,-1.540780,0.000000,0.053644,-0.067055,1.755357,1.120567,6.122887,21.457672,-26.226044,22.053719,-7.152557,1.192093,-12.218952,16.689301,-7.748604,-0.186265,-7.152557,1.788139,27.418137,4.768372,-5.960464,8.642673,-35.762787,10.728836,37.550926
21,0,907.399048,491.831665,72.820572,885.911377,27.750717,77.517883,-166.740372,-189.531921,13.597826,-588.488831,92.079918,78.412025,-571.013672,402.905884,73.674881,167.879776,377.833923,85.784515,-0.333786,0.178814,-0.250340,0.023842,0.096112,-0.093877,-0.414252,-0.038743,-0.096299,0.095367,0.204146,-1.376867,0.011921,0.017881,-0.022352,1.612306,1.168251,6.198883,23.841858,-22.649765,21.755695,-9.536743,-0.596046,-10.728836,17.881393,-7.152557,0.707805,-7.152557,-1.788139,32.782555,2.384186,-7.152557,8.940697,-28.610229,9.536743,15.199184
22,0,907.397827,491.832031,72.819817,885.911377,27.751143,77.517181,-166.742035,-189.532257,13.597384,-588.488403,92.080811,78.406113,-571.013550,402.905823,73.674965,167.887253,377.839905,85.815361,-0.250340,0.071526,-0.151992,0.000000,0.084937,-0.140071,-0.333786,-0.065565,-0.088476,0.083447,0.178814,-1.183152,0.023842,-0.011921,0.016391,1.496077,1.192093,6.169081,16.689301,-21.457672,19.669533,-4.768372,-2.235174,-9.238720,16.093254,-5.364418,1.564622,-2.384186,-5.066395,38.743019,2.384186,-5.960464,7.748604,-23.245811,4.768372,-5.960464
23,0,907.397095,491.831909,72.819481,885.911255,27.751478,77.516327,-166.743286,-189.532715,13.596997,-588.487915,92.081512,78.401215,-571.013306,402.905640,73.675240,167.894302,377.845947,85.845535,-0.143051,-0.023842,-0.067055,-0.035763,0.067055,-0.171363,-0.250340,-0.092387,-0.077300,0.095367,0.140071,-0.979006,0.047684,-0.035763,0.055134,1.409650,1.209974,6.034970,21.457672,-19.073486,16.987324,-7.152557,-3.576279,-6.258488,16.689301,-5.364418,2.235174,2.384186,-7.748604,40.829182,4.768372,-4.768372,7.748604,-17.285347,3.576279,-26.822090
24,0,907.396851,491.831390,72.819481,885.911072,27.751701,77.515358,-166.744125,-189.533249,13.596682,-588.487488,92.081970,78.397400,-571.013062,402.905365,73.675667,167.901077,377.851898,85.874557,-0.047684,-0.101328,0.000000,-0.035763,0.044703,-0.193715,-0.166893,-0.107288,-0.063144,0.083447,0.092387,-0.762939,0.059605,-0.053644,0.086427,1.356006,1.192093,5.804002,19.073486,-15.497208,13.411045,0.000000,-4.470348,-4.470348,16.689301,-2.980232,2.831221,-2.384186,-9.536743,43.213367,2.384186,-3.576279,6.258488,-10.728836,-3.576279,-46.193600
25,0,907.396973,491.830566,72.819695,885.910767,27.751801,77.514320,-166.744583,-189.533829,13.596449,-588.487000,92.082184,78.394669,-571.012573,402.905060,73.676254,167.907715,377.857727,85.901978,0.023842,-0.166893,0.043213,-0.059605,0.019744,-0.207126,-0.092387,-0.116229,-0.046566,0.095367,0.041723,-0.546873,0.095367,-0.065565,0.116229,1.326203,1.162291,5.483627,14.305115,-13.113022,8.642673,-4.768372,-4.991889,-2.682209,14.901161,-1.788139,3.315508,2.384186,-10.132790,43.213367,7.152557,-2.384186,5.960464,-5.960464,-5.960464,-64.074997
26,0,907.397400,491.829559,72.820007,885.910522,27.751768,77.513290,-166.744690,-189.534393,13.596303,-588.486450,92.082115,78.392944,-571.011963,402.904694,73.676933,167.914307,377.863281,85.927437,0.083447,-0.202656,0.062585,-0.047684,-0.006333,-0.205636,-0.020862,-0.113249,-0.029244,0.119209,-0.013411,-0.344217,0.119209,-0.071526,0.137091,1.317263,1.114607,5.091727,11.920929,-7.152557,3.874302,2.384186,-5.215406,0.298023,14.305115,0.596046,3.464520,4.768372,-11.026859,40.531158,4.768372,-1.192093,4.172325,-1.788139,-9.536743,-78.380112
27,0,907.398132,491.828430,72.820282,885.910339,27.751608,77.512314,-166.744476,-189.534943,13.596245,-588.485596,92.081795,78.392174,-571.011292,402.904297,73.677689,167.920914,377.868469,85.950630,0.143051,-0.220537,0.055134,-0.035763,-0.032037,-0.195205,0.044703,-0.110269,-0.011548,0.166893,-0.064075,-0.154972,0.131130,-0.077486,0.150502,1.323223,1.037121,4.638731,11.920929,-3.576279,-1.490116,2.384186,-5.140901,2.086163,13.113022,0.596046,3.539026,9.536743,-10.132790,37.848949,2.384186,-1.192093,2.682209,1.192093,-15.497208,-90.599060
28,0,907.399048,491.827362,72.820381,885.910156,27.751331,77.511444,-166.743912,-189.535446,13.596273,-588.484619,92.081230,78.392197,-571.010559,402.903931,73.678490,167.927673,377.873260,85.971321,0.190735,-0.214577,0.019372,-0.035763,-0.055134,-0.174344,0.110269,-0.098348,0.005588,0.190735,-0.111759,0.005960,0.154972,-0.071526,0.159442,1.350045,0.959635,4.138052,9.536743,1.192093,-7.152557,0.000000,-4.619360,4.172325,13.113022,2.384186,3.427267,4.768372,-9.536743,32.186508,4.768372,1.192093,1.788139,5.364418,-15.497208,-100.135803
29,0,907.400085,491.826385,72.820145,885.910156,27.750961,77.510719,-166.743103,-189.535843,13.596376,-588.483521,92.080513,78.392899,-571.009705,402.903625,73.679291,167.934601,377.877625,85.989334,0.202656,-0.196695,-0.047684,0.000000,-0.074133,-0.144541,0.163913,-0.080466,0.020675,0.226498,-0.144541,0.140071,0.166893,-0.065565,0.160933,1.385808,0.870228,3.603101,2.384186,3.576279,-13.411045,7.152557,-3.799796,5.960464,10.728836,3.576279,3.017485,7.152557,-6.556511,26.822090,2.384186,1.192093,0.298023,7.152557,-17.881393,-106.990341
30,0,907.401062,491.825562,72.819481,885.910217,27.750519,77.510170,-166.742004,-189.536102,13.596542,-588.482117,92.079651,78.394112,-571.008728,402.903320,73.680084,167.941757,377.881439,86.004585,0.202656,-0.166893,-0.132620,0.011921,-0.088662,-0.110269,0.217557,-0.050664,0.033155,0.274181,-0.171363,0.242889,0.190735,-0.059605,0.157952,1.433492,0.762939,3.050268,0.000000,5.960464,-16.987324,2.384186,-2.905726,6.854534,10.728836,5.960464,2.495944,9.536743,-5.364418,20.563602,4.768372,1.192093,-0.596046,9.536743,-21.457672,-110.566620
31,0,907.402100,491.825012,72.818283,885.910461,27.750032,77.509819,-166.740707,-189.536224,13.596753,-588.480652,92.078728,78.395683,-571.007874,402.903046,73.680817,167.949188,377.884766,86.017021,0.202656,-0.107288,-0.239909,0.047684,-0.097230,-0.070035,0.262260,-0.026822,0.042096,0.298023,-0.184774,0.312924,0.178814,-0.053644,0.147521,1.484156,0.667572,2.487004,0.000000,11.920929,-21.457672,7.152557,-1.713634,8.046627,8.940697,4.768372,1.788139,4.768372,-2.682209,14.007092,-2.384186,1.192093,-2.086163,10.132790,-19.073486,-112.652779
32,0,907.402954,491.824738,72.816505,885.910828,27.749533,77.509674,-166.739197,-189.536209,13.596992,-588.479126,92.077797,78.397430,-571.006836,402.902863,73.681480,167.956894,377.887665,86.026649,0.166893,-0.053644,-0.354648,0.071526,-0.099838,-0.029802,0.301003,0.002980,0.047684,0.309944,-0.186265,0.350177,0.202656,-0.035763,0.132620,1.540780,0.578165,1.925230,-7.152557,10.728836,-22.947788,4.768372,-0.521541,8.046627,7.748604,5.960464,1.117587,2.384186,-0.298023,7.450581,4.768372,3.576279,-2.980232,11.324883,-17.881393,-112.354752
33,0,907.403564,491.824860,72.814140,885.911316,27.749048,77.509720,-166.737549,-189.536057,13.597234,-588.477356,92.076897,78.399246,-571.005859,402.902740,73.682060,167.964874,377.890076,86.033531,0.131130,0.023842,-0.473857,0.095367,-0.096858,0.010431,0.330806,0.032783,0.048615,0.345707,-0.180304,0.363588,0.190735,-0.023842,0.116229,1.597404,0.482798,1.376867,-7.152557,15.497208,-23.841858,4.768372,0.596046,8.046627,5.960464,5.960464,0.186265,7.152557,1.192093,2.682209,-2.384186,2.384186,-3.278255,11.324883,-19.073486,-109.672546
34,0,907.404114,491.825287,72.811195,885.911926,27.748606,77.509964,-166.735779,-189.535767,13.597465,-588.475586,92.076073,78.401031,-571.004944,402.902649,73.682549,167.973160,377.892181,86.037750,0.107288,0.083447,-0.588596,0.131130,-0.088662,0.047684,0.351667,0.056624,0.046007,0.357628,-0.165403,0.356138,0.190735,-0.017881,0.096858,1.657009,0.423193,0.843406,-4.768372,11.920929,-22.947788,7.152557,1.639128,7.450581,4.172325,4.768372,-0.521541,2.384186,2.980232,-1.490116,0.000000,1.192093,-3.874302,11.920929,-11.920929,-106.692314
35,0,907.404358,491.826050,72.807732,885.912720,27.748226,77.510368,-166.733948,-189.535339,13.597663,-588.473877,92.075340,78.402687,-571.003967,402.902649,73.682907,167.981766,377.894104,86.039406,0.047684,0.154972,-0.692904,0.154972,-0.075623,0.081956,0.366569,0.086427,0.039674,0.345707,-0.146031,0.332296,0.190735,0.000000,0.071526,1.719594,0.381470,0.332296,-11.920929,14.305115,-20.861626,4.768372,2.607703,6.854534,2.980232,5.960464,-1.266599,-2.384186,3.874302,-4.768372,0.000000,3.576279,-5.066395,12.516975,-8.344650,-102.221970
36,0,907.404358,491.827087,72.803848,885.913513,27.747927,77.510918,-166.732117,-189.534821,13.597816,-588.472046,92.074715,78.404205,-571.003113,402.902649,73.683136,167.990631,377.895844,86.038651,0.000000,0.208616,-0.776350,0.154972,-0.059977,0.108778,0.366569,0.104308,0.030547,0.357628,-0.125170,0.302494,0.166893,0.000000,0.046194,1.773238,0.345707,-0.151992,-9.536743,10.728836,-16.689301,0.000000,3.129244,5.364418,0.000000,3.576279,-1.825392,2.384186,4.172325,-5.960464,-4.768372,0.000000,-5.066395,10.728836,-7.152557,-96.857544
37,0,907.404114,491.828400,72.799675,885.914368,27.747719,77.511559,-166.730316,-189.534195,13.597914,-588.470398,92.074203,78.405540,-571.002441,402.902679,73.683235,167.999725,377.897522,86.035606,-0.047684,0.262260,-0.834465,0.178814,-0.041723,0.128150,0.360608,0.122190,0.019744,0.333786,-0.102818,0.266731,0.143051,0.005960,0.019372,1.820922,0.339746,-0.607967,-9.536743,10.728836,-11.622906,4.768372,3.650784,3.874302,-1.192093,3.576279,-2.160668,-4.768372,4.470348,-7.152557,-4.768372,1.192093,-5.364418,9.536743,-1.192093,-91.195107
38,0,907.403625,491.829956,72.795387,885.915344,27.747601,77.512260,-166.728592,-189.533554,13.597955,-588.468933,92.073784,78.406708,-571.001709,402.902710,73.683197,168.009094,377.899353,86.030464,-0.095367,0.309944,-0.858307,0.190735,-0.023469,0.140071,0.345707,0.131130,0.008196,0.298023,-0.083447,0.233948,0.143051,0.005960,-0.007451,1.871586,0.363588,-1.029670,-9.536743,9.536743,-4.768372,2.384186,3.650784,2.384186,-2.980232,1.788139,-2.309680,-7.152557,3.874302,-6.556511,0.000000,0.000000,-5.364418,10.132790,4.768372,-84.340576
39,0,907.403076,491.831635,72.791138,885.916260,27.747580,77.512970,-166.726990,-189.532867,13.597941,-588.467529,92.073448,78.407730,-571.001160,402.902771,73.683022,168.018631,377.901337,86.023376,-0.119209,0.333786,-0.849366,0.178814,-0.004470,0.143051,0.318885,0.137091,-0.002794,0.274181,-0.067055,0.204146,0.107288,0.011921,-0.034273,1.907349,0.399351,-1.417100,-4.768372,4.768372,1.788139,-2.384186,3.799796,0.596046,-5.364418,1.192093,-2.197921,-4.768372,3.278255,-5.960464,-7.152557,1.192093,-5.364418,7.152557,7.152557,-77.486038
40,0,907.402344,491.833344,72.787109,885.917114,27.747641,77.513657,-166.725601,-189.532166,13.597877,-588.466370,92.073189,78.408638,-571.000732,402.902802,73.682724,168.028275,377.903625,86.014526,-0.143051,0.339746,-0.806153,0.178814,0.012293,0.137091,0.277162,0.140071,-0.012852,0.238419,-0.052154,0.181794,0.083447,0.005960,-0.059605,1.931190,0.458956,-1.770258,-4.768372,1.192093,8.642673,0.000000,3.352761,-1.192093,-8.344650,0.596046,-2.011657,-7.152557,2.980232,-4.470348,-4.768372,-1.192093,-5.066395,4.768372,11.920929,-70.631500
41,0,907.401550,491.835052,72.783478,885.918030,27.747778,77.514275,-166.724442,-189.531479,13.597773,-588.465393,92.072968,78.409454,-571.000488,402.902832,73.682312,168.038010,377.906311,86.004112,-0.154972,0.345707,-0.725687,0.178814,0.027567,0.123680,0.232458,0.137091,-0.020862,0.190735,-0.043213,0.163913,0.047684,0.005960,-0.081956,1.946092,0.536442,-2.081692,-2.384186,1.192093,16.093254,0.000000,3.054738,-2.682209,-8.940697,-0.596046,-1.601875,-9.536743,1.788139,-3.576279,-7.152557,0.000000,-4.470348,2.980232,15.497208,-62.286854
42,0,907.400696,491.836639,72.780434,885.918884,27.747978,77.514801,-166.723572,-189.530823,13.597638,-588.464722,92.072800,78.410225,-571.000427,402.902832,73.681793,168.047760,377.909424,85.992363,-0.178814,0.315905,-0.609457,0.166893,0.039861,0.104308,0.175834,0.131130,-0.026822,0.131130,-0.034273,0.153482,0.023842,0.000000,-0.104308,1.949072,0.619888,-2.349913,-4.768372,-5.960464,23.245811,-2.384186,2.458692,-3.874302,-11.324883,-1.192093,-1.192093,-11.920929,1.788139,-2.086163,-4.768372,-1.192093,-4.470348,0.596046,16.689301,-53.644180
43,0,907.399841,491.838074,72.778091,885.919556,27.748226,77.515182,-166.722977,-189.530212,13.597490,-588.464294,92.072655,78.410957,-571.000427,402.902771,73.681183,168.057434,377.912903,85.979500,-0.166893,0.286102,-0.467896,0.143051,0.049546,0.077486,0.116229,0.122190,-0.029616,0.083447,-0.028312,0.147521,-0.011921,-0.011921,-0.122190,1.934171,0.697374,-2.573431,2.384186,-5.960464,28.312206,-4.768372,1.937151,-5.364418,-11.920929,-1.788139,-0.558794,-9.536743,1.192093,-1.192093,-7.152557,-2.384186,-3.576279,-2.980232,15.497208,-44.703484
44,0,907.399109,491.839264,72.776573,885.920227,27.748503,77.515442,-166.722763,-189.529663,13.597339,-588.464233,92.072548,78.411682,-571.000671,402.902710,73.680511,168.066940,377.916809,85.965729,-0.143051,0.238419,-0.303984,0.131130,0.055507,0.050664,0.044703,0.110269,-0.030361,0.011921,-0.022352,0.144541,-0.047684,-0.011921,-0.134110,1.901388,0.780821,-2.753735,4.768372,-9.536743,32.782555,-2.384186,1.192093,-5.364418,-14.305115,-2.384186,-0.149012,-14.305115,1.192093,-0.596046,-7.152557,0.000000,-2.384186,-6.556511,16.689301,-36.060810
